Date,LBUSTRUU Index
1/29/2003,1110.55
1/30/2003,1112.49
1/31/2003,1113.72
2/3/2003,1113.73
2/4/2003,1116.11
2/5/2003,1113.57
2/6/2003,1116.17
2/7/2003,1117.46
2/10/2003,1115.68
2/11/2003,1116.36
2/12/2003,1118.09
2/13/2003,1120.43
2/14/2003,1117.23
2/18/2003,1117.79
2/19/2003,1120.61
2/20/2003,1122.4
2/21/2003,1120.57
2/24/2003,1122.78
2/25/2003,1124.16
2/26/2003,1125.62
2/27/2003,1126.31
2/28/2003,1129.13
3/3/2003,1130.16
3/4/2003,1131.06
3/5/2003,1132.28
3/6/2003,1131.15
3/7/2003,1132.26
3/10/2003,1134.18
3/11/2003,1133.4
3/12/2003,1132.59
3/13/2003,1126.9
3/14/2003,1128.15
3/17/2003,1124.48
3/18/2003,1121.64
3/19/2003,1119.31
3/20/2003,1117.72
3/21/2003,1114.31
3/24/2003,1119.82
3/25/2003,1120.41
3/26/2003,1121.85
3/27/2003,1122.85
3/28/2003,1124.57
3/31/2003,1128.26
4/1/2003,1128.16
4/2/2003,1124.24
4/3/2003,1125.31
4/4/2003,1124.63
4/7/2003,1122.37
4/8/2003,1125.96
4/9/2003,1127.64
4/10/2003,1126.34
4/11/2003,1124.85
4/14/2003,1123.73
4/15/2003,1126.42
4/16/2003,1127.98
4/17/2003,1127.67
4/21/2003,1127.72
4/22/2003,1128.08
4/23/2003,1128.69
4/24/2003,1132.55
4/25/2003,1133.8
4/28/2003,1133.73
4/29/2003,1132.78
4/30/2003,1137.57
5/1/2003,1137.78
5/2/2003,1135.8
5/5/2003,1137.35
5/6/2003,1141.1
5/7/2003,1145.25
5/8/2003,1146.08
5/9/2003,1145.65
5/12/2003,1147.49
5/13/2003,1147.95
5/14/2003,1151.98
5/15/2003,1151.13
5/16/2003,1154.18
5/19/2003,1154.36
5/20/2003,1157.49
5/21/2003,1156.41
5/22/2003,1157.89
5/23/2003,1158.31
5/27/2003,1156.29
5/28/2003,1155.36
5/29/2003,1158.86
5/30/2003,1158.78
6/2/2003,1156.31
6/3/2003,1160.11
6/4/2003,1161.65
6/5/2003,1159.84
6/6/2003,1159.74
6/9/2003,1163.26
6/10/2003,1167
6/11/2003,1166.89
6/12/2003,1168.25
6/13/2003,1170.86
6/16/2003,1168.19
6/17/2003,1164.82
6/18/2003,1161.47
6/19/2003,1162.4
6/20/2003,1160.41
6/23/2003,1163.59
6/24/2003,1165.86
6/25/2003,1161.49
6/26/2003,1155.39
6/27/2003,1154.3
6/30/2003,1156.48
7/1/2003,1155.68
7/2/2003,1156.56
7/3/2003,1152.63
7/7/2003,1150.46
7/8/2003,1149.63
7/9/2003,1151.1
7/10/2003,1152.43
7/11/2003,1154.29
7/14/2003,1151.5
7/15/2003,1143.82
7/16/2003,1142.91
7/17/2003,1142.78
7/18/2003,1142.2
7/21/2003,1134.25
7/22/2003,1135.35
7/23/2003,1137.3
7/24/2003,1135.32
7/25/2003,1134.79
7/28/2003,1129.95
7/29/2003,1124.06
7/30/2003,1127.01
7/31/2003,1117.6
8/1/2003,1117.04
8/4/2003,1121.28
8/5/2003,1117.53
8/6/2003,1125.99
8/7/2003,1129.05
8/8/2003,1129.64
8/11/2003,1125.9
8/12/2003,1126.82
8/13/2003,1116.79
8/14/2003,1116.47
8/15/2003,1118.42
8/18/2003,1121.13
8/19/2003,1126.73
8/20/2003,1124.57
8/21/2003,1120.76
8/22/2003,1122.69
8/25/2003,1120.01
8/26/2003,1122.27
8/27/2003,1120.15
8/28/2003,1125.43
8/29/2003,1125.02
9/2/2003,1118.04
9/3/2003,1118.49
9/4/2003,1122.97
9/5/2003,1131.87
9/8/2003,1130.77
9/9/2003,1131.92
9/10/2003,1137.09
9/11/2003,1134.21
9/12/2003,1137.22
9/15/2003,1138.96
9/16/2003,1137.44
9/17/2003,1142.19
9/18/2003,1142.07
9/19/2003,1142.73
9/22/2003,1139.85
9/23/2003,1141.4
9/24/2003,1145.17
9/25/2003,1146.64
9/26/2003,1150.28
9/29/2003,1148.2
9/30/2003,1154.8
10/1/2003,1154.82
10/2/2003,1151.57
10/3/2003,1142.7
10/6/2003,1145.47
10/7/2003,1141.58
10/8/2003,1142.29
10/9/2003,1139.98
10/10/2003,1142.38
10/14/2003,1138.65
10/15/2003,1136.8
10/16/2003,1133.49
10/17/2003,1136.72
10/20/2003,1137.86
10/21/2003,1138.33
10/22/2003,1142.14
10/23/2003,1140.84
10/24/2003,1145.92
10/27/2003,1143.8
10/28/2003,1148.02
10/29/2003,1144.46
10/30/2003,1141.6
10/31/2003,1144.03
11/3/2003,1141.26
11/4/2003,1144.06
11/5/2003,1141.26
11/6/2003,1138.2
11/7/2003,1136.77
11/10/2003,1136.48
11/12/2003,1140.03
11/13/2003,1147.36
11/14/2003,1151.02
11/17/2003,1153.31
11/18/2003,1153.79
11/19/2003,1150.21
11/20/2003,1153.47
11/21/2003,1153.9
11/24/2003,1150.49
11/25/2003,1152.81
11/26/2003,1150.09
11/28/2003,1146.77
12/1/2003,1143.85
12/2/2003,1144.75
12/3/2003,1143.72
12/4/2003,1146.39
12/5/2003,1154.93
12/8/2003,1151.86
12/9/2003,1148.48
12/10/2003,1150.68
12/11/2003,1154.85
12/12/2003,1155.16
12/15/2003,1154.05
12/16/2003,1156.49
12/17/2003,1158.67
12/18/2003,1160.81
12/19/2003,1161.23
12/22/2003,1160.22
12/23/2003,1155.31
12/24/2003,1159.11
12/26/2003,1161.55
12/29/2003,1158.8
12/30/2003,1157.38
12/31/2003,1158.44
1/2/2004,1153.28
1/5/2004,1153.8
1/6/2004,1159.18
1/7/2004,1160.53
1/8/2004,1160.7
1/9/2004,1168.79
1/12/2004,1168.87
1/13/2004,1171.26
1/14/2004,1172.98
1/15/2004,1173.71
1/16/2004,1172.18
1/20/2004,1170.79
1/21/2004,1171.91
1/22/2004,1175.08
1/23/2004,1170.64
1/26/2004,1167.58
1/27/2004,1170.48
1/28/2004,1164.55
1/29/2004,1164.71
1/30/2004,1167.76
2/2/2004,1167.27
2/3/2004,1169.81
2/4/2004,1169.06
2/5/2004,1166.45
2/6/2004,1170.89
2/9/2004,1172.8
2/10/2004,1170.93
2/11/2004,1175.58
2/12/2004,1173.98
2/13/2004,1176.06
2/17/2004,1176.19
2/18/2004,1176.2
2/19/2004,1176.52
2/20/2004,1174.2
2/23/2004,1176.63
2/24/2004,1177.75
2/25/2004,1178.53
2/26/2004,1177.29
2/27/2004,1180.4
3/1/2004,1180.34
3/2/2004,1177.93
3/3/2004,1177.24
3/4/2004,1178.85
3/5/2004,1188.11
3/8/2004,1190.76
3/9/2004,1192.76
3/10/2004,1192.37
3/11/2004,1191.99
3/12/2004,1191.11
3/15/2004,1190.75
3/16/2004,1194.74
3/17/2004,1194.87
3/18/2004,1192.03
3/19/2004,1190.58
3/22/2004,1193.46
3/23/2004,1194.04
3/24/2004,1194.36
3/25/2004,1193.22
3/26/2004,1188.47
3/29/2004,1186.63
3/30/2004,1186.26
3/31/2004,1189.24
4/1/2004,1186.68
4/2/2004,1175.16
4/5/2004,1171.61
4/6/2004,1174.35
4/7/2004,1175.21
4/8/2004,1174
4/12/2004,1173.01
4/13/2004,1167.71
4/14/2004,1165.29
4/15/2004,1164.31
4/16/2004,1167.22
4/19/2004,1166.38
4/20/2004,1164.27
4/21/2004,1162.82
4/22/2004,1165.88
4/23/2004,1161.35
4/26/2004,1162.2
4/27/2004,1163.92
4/28/2004,1160.52
4/29/2004,1156.58
4/30/2004,1158.3
5/3/2004,1158.24
5/4/2004,1156.56
5/5/2004,1154.09
5/6/2004,1151.23
5/7/2004,1141.82
5/10/2004,1142.05
5/11/2004,1143.61
5/12/2004,1143.31
5/13/2004,1140.43
5/14/2004,1144.35
5/17/2004,1149.22
5/18/2004,1147.56
5/19/2004,1144.49
5/20/2004,1148.48
5/21/2004,1146.42
5/24/2004,1147.94
5/25/2004,1148.58
5/26/2004,1151.73
5/27/2004,1156.43
5/28/2004,1153.66
5/31/2004,1153.66
6/1/2004,1151.02
6/2/2004,1149.54
6/3/2004,1150.74
6/4/2004,1148.12
6/7/2004,1149.62
6/8/2004,1149.72
6/9/2004,1147.22
6/10/2004,1147.72
6/14/2004,1142.79
6/15/2004,1153.22
6/16/2004,1151.06
6/17/2004,1153.49
6/18/2004,1152.97
6/21/2004,1154.14
6/22/2004,1153.68
6/23/2004,1154.39
6/24/2004,1157.14
6/25/2004,1157.51
6/28/2004,1152.61
6/29/2004,1155.05
6/30/2004,1160.18
7/1/2004,1163.29
7/2/2004,1168.8
7/6/2004,1168.42
7/7/2004,1168.42
7/8/2004,1168.93
7/9/2004,1169.45
7/12/2004,1170.74
7/13/2004,1168.5
7/14/2004,1168.28
7/15/2004,1168.36
7/16/2004,1174.81
7/19/2004,1174.89
7/20/2004,1170.34
7/21/2004,1168.91
7/22/2004,1170.22
7/23/2004,1171.61
7/26/2004,1170.13
7/27/2004,1163.92
7/28/2004,1165.09
7/29/2004,1166.3
7/30/2004,1171.68
8/2/2004,1172.71
8/3/2004,1174.27
8/4/2004,1174.15
8/5/2004,1175.66
8/6/2004,1185.54
8/9/2004,1184.5
8/10/2004,1181.91
8/11/2004,1182.87
8/12/2004,1184.29
8/13/2004,1186.62
8/16/2004,1185.03
8/17/2004,1187.9
8/18/2004,1187.16
8/19/2004,1188.22
8/20/2004,1187.35
8/23/2004,1185.69
8/24/2004,1185.89
8/25/2004,1186.77
8/26/2004,1188.5
8/27/2004,1188.57
8/30/2004,1190.95
8/31/2004,1194.03
9/1/2004,1194.45
9/2/2004,1191.36
9/3/2004,1186.35
9/7/2004,1189.37
9/8/2004,1193.88
9/9/2004,1192.32
9/10/2004,1193.38
9/13/2004,1194.66
9/14/2004,1196.27
9/15/2004,1194.81
9/16/2004,1199.64
9/17/2004,1196.51
9/20/2004,1200.31
9/21/2004,1200.9
9/22/2004,1202.99
9/23/2004,1200.77
9/24/2004,1200.41
9/27/2004,1202.21
9/28/2004,1201.59
9/29/2004,1198.06
9/30/2004,1197.27
10/1/2004,1194.2
10/4/2004,1195.41
10/5/2004,1195.85
10/6/2004,1193.56
10/7/2004,1192.64
10/8/2004,1198.82
10/12/2004,1200.78
10/13/2004,1202.4
10/14/2004,1205.41
10/15/2004,1203.52
10/18/2004,1203.94
10/19/2004,1204.38
10/20/2004,1206.69
10/21/2004,1206.43
10/22/2004,1207.36
10/25/2004,1208.18
10/26/2004,1207.72
10/27/2004,1203.56
10/28/2004,1204.34
10/29/2004,1207.31
11/1/2004,1204.63
11/2/2004,1205.64
11/3/2004,1206.54
11/4/2004,1206.72
11/5/2004,1200.99
11/8/2004,1200.29
11/9/2004,1200.17
11/10/2004,1198.53
11/12/2004,1201.42
11/15/2004,1201.8
11/16/2004,1201.14
11/17/2004,1204.58
11/18/2004,1206.01
11/19/2004,1202.46
11/22/2004,1204.35
11/23/2004,1203.92
11/24/2004,1203.34
11/26/2004,1201.64
11/29/2004,1198.09
11/30/2004,1197.68
12/1/2004,1197.2
12/2/2004,1195.75
12/3/2004,1202.71
12/6/2004,1204.97
12/7/2004,1205.64
12/8/2004,1210.04
12/9/2004,1208.47
12/10/2004,1208.91
12/13/2004,1209.23
12/14/2004,1210.16
12/15/2004,1212.76
12/16/2004,1207.8
12/17/2004,1206.75
12/20/2004,1207.25
12/21/2004,1208.89
12/22/2004,1208
12/23/2004,1207.51
12/27/2004,1204.67
12/28/2004,1204.71
12/29/2004,1203.49
12/30/2004,1206.35
12/31/2004,1208.7
1/3/2005,1208.95
1/4/2005,1205.58
1/5/2005,1205.78
1/6/2005,1206.55
1/7/2005,1206.26
1/10/2005,1206.84
1/11/2005,1208.6
1/12/2005,1209.62
1/13/2005,1212.19
1/14/2005,1210.55
1/18/2005,1211.81
1/19/2005,1212.55
1/20/2005,1214.03
1/21/2005,1215.55
1/24/2005,1216.3
1/25/2005,1213.62
1/26/2005,1213.28
1/27/2005,1212.89
1/28/2005,1215.7
1/31/2005,1216.29
2/1/2005,1216.12
2/2/2005,1216.22
2/3/2005,1215.5
2/4/2005,1220
2/7/2005,1221.58
2/8/2005,1222.09
2/9/2005,1224.93
2/10/2005,1221.12
2/11/2005,1219.8
2/14/2005,1220.82
2/15/2005,1219.87
2/16/2005,1217.57
2/17/2005,1216.91
2/18/2005,1213.48
2/22/2005,1212.6
2/23/2005,1213.53
2/24/2005,1212.7
2/25/2005,1213.04
2/28/2005,1209.11
3/1/2005,1208.41
3/2/2005,1208.59
3/3/2005,1208.45
3/4/2005,1212.64
3/7/2005,1213.55
3/8/2005,1210.02
3/9/2005,1203.42
3/10/2005,1205.78
3/11/2005,1202.12
3/14/2005,1203.12
3/15/2005,1201.86
3/16/2005,1202.52
3/17/2005,1204.76
3/18/2005,1203.14
3/21/2005,1202.2
3/22/2005,1197.4
3/23/2005,1196.71
3/24/2005,1197.78
3/28/2005,1196.43
3/29/2005,1198.06
3/30/2005,1199.87
3/31/2005,1202.9
4/1/2005,1205.44
4/4/2005,1205.45
4/5/2005,1204.72
4/6/2005,1206.47
4/7/2005,1204.97
4/8/2005,1203.93
4/11/2005,1205.59
4/12/2005,1210.13
4/13/2005,1210.12
4/14/2005,1210.72
4/15/2005,1213.97
4/18/2005,1215.4
4/19/2005,1218.61
4/20/2005,1218.47
4/21/2005,1214.47
4/22/2005,1216.75
4/25/2005,1217.09
4/26/2005,1216.53
4/27/2005,1217.84
4/28/2005,1220.93
4/29/2005,1219.18
5/2/2005,1219.84
5/3/2005,1219.31
5/4/2005,1220.65
5/5/2005,1222.35
5/6/2005,1216.87
5/9/2005,1216.65
5/10/2005,1219.25
5/11/2005,1219.68
5/12/2005,1221.1
5/13/2005,1222.59
5/16/2005,1222.78
5/17/2005,1223.07
5/18/2005,1225.59
5/19/2005,1224.14
5/20/2005,1223.51
5/23/2005,1226.93
5/24/2005,1228.51
5/25/2005,1227.53
5/26/2005,1227.55
5/27/2005,1228.25
5/31/2005,1232.37
6/1/2005,1237.57
6/2/2005,1238.15
6/3/2005,1234.27
6/6/2005,1235.28
6/7/2005,1237.89
6/8/2005,1236.18
6/9/2005,1234.94
6/10/2005,1230.96
6/13/2005,1229.69
6/14/2005,1228.17
6/15/2005,1228.63
6/16/2005,1230.8
6/17/2005,1230.74
6/20/2005,1230.31
6/21/2005,1233.02
6/22/2005,1238.18
6/23/2005,1237.41
6/24/2005,1239.51
6/27/2005,1240.57
6/28/2005,1237.81
6/29/2005,1236.87
6/30/2005,1239.09
7/1/2005,1234.47
7/5/2005,1231.6
7/6/2005,1233.49
7/7/2005,1235.1
7/8/2005,1232.29
7/11/2005,1233.29
7/12/2005,1231.51
7/13/2005,1230.97
7/14/2005,1230.56
7/15/2005,1231
7/18/2005,1229.28
7/19/2005,1230.73
7/20/2005,1232.08
7/21/2005,1226.68
7/22/2005,1229.47
7/25/2005,1228.62
7/26/2005,1229.07
7/27/2005,1228.15
7/28/2005,1231.54
7/29/2005,1227.82
8/1/2005,1226.13
8/2/2005,1225.41
8/3/2005,1227.41
8/4/2005,1226.46
8/5/2005,1222.44
8/8/2005,1221.46
8/9/2005,1222.84
8/10/2005,1223.41
8/11/2005,1226.64
8/12/2005,1230.75
8/15/2005,1229.16
8/16/2005,1231.63
8/17/2005,1229.26
8/18/2005,1232.49
8/19/2005,1232.64
8/22/2005,1232.99
8/23/2005,1234.24
8/24/2005,1234.81
8/25/2005,1236.11
8/26/2005,1234.44
8/29/2005,1235.34
8/30/2005,1239.62
8/31/2005,1243.55
9/1/2005,1244.81
9/2/2005,1244.03
9/6/2005,1241.62
9/7/2005,1238.69
9/8/2005,1238.81
9/9/2005,1239.7
9/12/2005,1238.15
9/13/2005,1239.97
9/14/2005,1238.69
9/15/2005,1236.53
9/16/2005,1233.87
9/19/2005,1235.23
9/20/2005,1234.91
9/21/2005,1237.61
9/22/2005,1238.25
9/23/2005,1234.79
9/26/2005,1233.05
9/27/2005,1232.55
9/28/2005,1234.44
9/29/2005,1233.04
9/30/2005,1230.74
10/3/2005,1228.05
10/4/2005,1228.57
10/5/2005,1229.56
10/6/2005,1229.58
10/7/2005,1230.13
10/11/2005,1229.29
10/12/2005,1226.3
10/13/2005,1224.35
10/14/2005,1223.57
10/17/2005,1224.05
10/18/2005,1224.98
10/19/2005,1225.92
10/20/2005,1226.01
10/21/2005,1229.71
10/24/2005,1227.35
10/25/2005,1224.05
10/26/2005,1219.42
10/27/2005,1221.04
10/28/2005,1220.44
10/31/2005,1221
11/1/2005,1219.98
11/2/2005,1218.12
11/3/2005,1215.5
11/4/2005,1214.89
11/7/2005,1216.27
11/8/2005,1220.44
11/9/2005,1216.82
11/10/2005,1221.03
11/14/2005,1218.57
11/15/2005,1220.94
11/16/2005,1224.85
11/17/2005,1226.88
11/18/2005,1224.66
11/21/2005,1227.54
11/22/2005,1230.03
11/23/2005,1227.67
11/25/2005,1230.2
11/28/2005,1231.79
11/29/2005,1227.69
11/30/2005,1226.4
12/1/2005,1224.9
12/2/2005,1225.2
12/5/2005,1223.51
12/6/2005,1227.67
12/7/2005,1226.7
12/8/2005,1230.26
12/9/2005,1226.44
12/12/2005,1226.27
12/13/2005,1227.65
12/14/2005,1232.45
12/15/2005,1231.79
12/16/2005,1233.18
12/19/2005,1233.73
12/20/2005,1232.66
12/21/2005,1231.73
12/22/2005,1234.71
12/23/2005,1237.79
12/27/2005,1240.49
12/28/2005,1238.85
12/29/2005,1238.91
12/30/2005,1238.06
1/3/2006,1240.17
1/4/2006,1241.65
1/5/2006,1242.07
1/6/2006,1241.3
1/9/2006,1242.09
1/10/2006,1239.19
1/11/2006,1237.72
1/12/2006,1240.91
1/13/2006,1244.44
1/17/2006,1245.63
1/18/2006,1245.39
1/19/2006,1243.69
1/20/2006,1245.08
1/23/2006,1245.85
1/24/2006,1244.33
1/25/2006,1239.66
1/26/2006,1237.3
1/27/2006,1238.49
1/30/2006,1237.61
1/31/2006,1238.13
2/1/2006,1235.92
2/2/2006,1236.27
2/3/2006,1237.87
2/6/2006,1238.07
2/7/2006,1237.29
2/8/2006,1236
2/9/2006,1237.14
2/10/2006,1235.31
2/13/2006,1235.73
2/14/2006,1234.31
2/15/2006,1235.18
2/16/2006,1236.14
2/17/2006,1239.7
2/21/2006,1239.03
2/22/2006,1241.01
2/23/2006,1239.51
2/24/2006,1240.05
2/27/2006,1239.48
2/28/2006,1242.24
3/1/2006,1239.76
3/2/2006,1236.83
3/3/2006,1234.68
3/6/2006,1231.96
3/7/2006,1232.01
3/8/2006,1232.28
3/9/2006,1233.05
3/10/2006,1231.91
3/13/2006,1231.18
3/14/2006,1236.24
3/15/2006,1234.59
3/16/2006,1239.54
3/17/2006,1238.16
3/20/2006,1239.66
3/21/2006,1236.02
3/22/2006,1236.91
3/23/2006,1235.26
3/24/2006,1239.02
3/27/2006,1238.09
3/28/2006,1233.84
3/29/2006,1232.1
3/30/2006,1229.61
3/31/2006,1230.05
4/3/2006,1229.27
4/4/2006,1230
4/5/2006,1232.19
4/6/2006,1229.66
4/7/2006,1225.88
4/10/2006,1226.18
4/11/2006,1228.08
4/12/2006,1225.93
4/13/2006,1222.79
4/17/2006,1225.42
4/18/2006,1228.32
4/19/2006,1226.21
4/20/2006,1225.75
4/21/2006,1227.39
4/24/2006,1229.55
4/25/2006,1225.24
4/26/2006,1223.38
4/27/2006,1225.67
4/28/2006,1227.82
5/1/2006,1224.37
5/2/2006,1225.38
5/3/2006,1223.45
5/4/2006,1223.33
5/5/2006,1225.96
5/8/2006,1225.9
5/9/2006,1225.79
5/10/2006,1225.75
5/11/2006,1224.51
5/12/2006,1221.72
5/15/2006,1223.91
5/16/2006,1226.89
5/17/2006,1224.25
5/18/2006,1228.54
5/19/2006,1229.14
5/22/2006,1230.14
5/23/2006,1228.87
5/24/2006,1230.26
5/25/2006,1228.48
5/26/2006,1230.01
5/30/2006,1228.57
5/31/2006,1226.51
6/1/2006,1227.28
6/2/2006,1234.79
6/5/2006,1233.49
6/6/2006,1234.13
6/7/2006,1232.86
6/8/2006,1234.71
6/9/2006,1235.35
6/12/2006,1235.39
6/13/2006,1236.75
6/14/2006,1231.57
6/15/2006,1228.82
6/16/2006,1227.38
6/19/2006,1226.91
6/20/2006,1226.16
6/21/2006,1226.17
6/22/2006,1223.63
6/23/2006,1221.68
6/26/2006,1221.5
6/27/2006,1223.59
6/28/2006,1221.76
6/29/2006,1225.07
6/30/2006,1229.11
7/3/2006,1228.93
7/5/2006,1224.76
7/6/2006,1227.23
7/7/2006,1230.69
7/10/2006,1231.38
7/11/2006,1232.98
7/12/2006,1233.15
7/13/2006,1234.72
7/14/2006,1235.44
7/17/2006,1235.44
7/18/2006,1232.04
7/19/2006,1236.98
7/20/2006,1239.47
7/21/2006,1238.76
7/24/2006,1239.37
7/25/2006,1238.25
7/26/2006,1240.54
7/27/2006,1240.87
7/28/2006,1244.87
7/31/2006,1245.73
8/1/2006,1246.41
8/2/2006,1247.75
8/3/2006,1248.03
8/4/2006,1251.6
8/7/2006,1250.65
8/8/2006,1251.29
8/9/2006,1251.16
8/10/2006,1250.83
8/11/2006,1248.71
8/14/2006,1247.08
8/15/2006,1251.74
8/16/2006,1255.75
8/17/2006,1255.83
8/18/2006,1257.84
8/21/2006,1259.04
8/22/2006,1259.46
8/23/2006,1259.22
8/24/2006,1259.7
8/25/2006,1260.64
8/28/2006,1260.64
8/29/2006,1261.3
8/30/2006,1262.6
8/31/2006,1264.8
9/1/2006,1265.66
9/5/2006,1263.96
9/6/2006,1263.07
9/7/2006,1263.81
9/8/2006,1265.35
9/11/2006,1264.1
9/12/2006,1265.82
9/13/2006,1266.33
9/14/2006,1264.86
9/15/2006,1264.42
9/18/2006,1264.13
9/19/2006,1268.56
9/20/2006,1269.13
9/21/2006,1274.04
9/22/2006,1276.71
9/25/2006,1279.4
9/26/2006,1277.99
9/27/2006,1277.59
9/28/2006,1276.23
9/29/2006,1275.91
10/2/2006,1277.13
10/3/2006,1277.76
10/4/2006,1281.03
10/5/2006,1278.76
10/6/2006,1273.64
10/10/2006,1270.9
10/11/2006,1268.87
10/12/2006,1269.7
10/13/2006,1268.65
10/16/2006,1270.64
10/17/2006,1271.69
10/18/2006,1272.62
10/19/2006,1271.65
10/20/2006,1271.99
10/23/2006,1270.07
10/24/2006,1270.26
10/25/2006,1273.27
10/26/2006,1276.9
10/27/2006,1279.63
10/30/2006,1280.28
10/31/2006,1284.35
11/1/2006,1287.19
11/2/2006,1285.63
11/3/2006,1279.04
11/6/2006,1280.21
11/7/2006,1283.33
11/8/2006,1285.1
11/9/2006,1285.42
11/10/2006,1287.73
11/13/2006,1287
11/14/2006,1289.42
11/15/2006,1286.89
11/16/2006,1285.2
11/17/2006,1288.97
11/20/2006,1289.97
11/21/2006,1290.95
11/22/2006,1291.52
11/24/2006,1292.87
11/27/2006,1293.98
11/28/2006,1295.76
11/29/2006,1295.43
11/30/2006,1299.25
12/1/2006,1301.88
12/4/2006,1302.46
12/5/2006,1302.49
12/6/2006,1300.27
12/7/2006,1299.72
12/8/2006,1295.79
12/11/2006,1298.05
12/12/2006,1300.37
12/13/2006,1295.76
12/14/2006,1294.67
12/15/2006,1294.74
12/18/2006,1295.32
12/19/2006,1295.05
12/20/2006,1295.43
12/21/2006,1298.37
12/22/2006,1294.53
12/26/2006,1296.21
12/27/2006,1293.51
12/28/2006,1291.76
12/29/2006,1291.71
1/2/2007,1293.39
1/3/2007,1295.49
1/4/2007,1298.58
1/5/2007,1297.32
1/8/2007,1297.13
1/9/2007,1297.16
1/10/2007,1295.7
1/11/2007,1292.85
1/12/2007,1291.25
1/16/2007,1292.94
1/17/2007,1290.93
1/18/2007,1293.1
1/19/2007,1292.22
1/22/2007,1293.5
1/23/2007,1291.26
1/24/2007,1291.15
1/25/2007,1287.74
1/26/2007,1287.12
1/29/2007,1286.73
1/30/2007,1287.77
1/31/2007,1291.18
2/1/2007,1290.85
2/2/2007,1292.26
2/5/2007,1294.4
2/6/2007,1296.95
2/7/2007,1298.26
2/8/2007,1298.78
2/9/2007,1295.74
2/12/2007,1294.91
2/13/2007,1294.54
2/14/2007,1299.97
2/15/2007,1301.56
2/16/2007,1302.21
2/20/2007,1303.71
2/21/2007,1303.29
2/22/2007,1301.37
2/23/2007,1304.15
2/26/2007,1307.01
2/27/2007,1313.21
2/28/2007,1311.09
3/1/2007,1311.06
3/2/2007,1312.77
3/5/2007,1312.81
3/6/2007,1312.86
3/7/2007,1314.95
3/8/2007,1314.91
3/9/2007,1310.39
3/12/2007,1312.75
3/13/2007,1316.2
3/14/2007,1314.61
3/15/2007,1314.16
3/16/2007,1313.67
3/19/2007,1313.18
3/20/2007,1314.39
3/21/2007,1317
3/22/2007,1313.38
3/23/2007,1311.95
3/26/2007,1313.73
3/27/2007,1312.78
3/28/2007,1312.35
3/29/2007,1311.72
3/30/2007,1311.13
4/2/2007,1311.69
4/3/2007,1310.93
4/4/2007,1311.78
4/5/2007,1310.88
4/9/2007,1307.6
4/10/2007,1308.98
4/11/2007,1308.64
4/12/2007,1308.76
4/13/2007,1307.61
4/16/2007,1309.59
4/17/2007,1312.75
4/18/2007,1314.91
4/19/2007,1314.42
4/20/2007,1314.47
4/23/2007,1316.21
4/24/2007,1317.86
4/25/2007,1316.56
4/26/2007,1314.28
4/27/2007,1313.61
4/30/2007,1318.2
5/1/2007,1317.56
5/2/2007,1317.56
5/3/2007,1315.94
5/4/2007,1318.27
5/7/2007,1319.17
5/8/2007,1319.32
5/9/2007,1317.08
5/10/2007,1318.45
5/11/2007,1317.15
5/14/2007,1316.77
5/15/2007,1315.73
5/16/2007,1316.31
5/17/2007,1313.79
5/18/2007,1311.15
5/21/2007,1312.8
5/22/2007,1310.6
5/23/2007,1309.09
5/24/2007,1309.28
5/25/2007,1309.1
5/29/2007,1308.55
5/30/2007,1308.72
5/31/2007,1308.21
6/1/2007,1304.59
6/4/2007,1306.59
6/5/2007,1303.92
6/6/2007,1304.19
6/7/2007,1296.71
6/8/2007,1295.94
6/11/2007,1295.71
6/12/2007,1288.66
6/13/2007,1291.79
6/14/2007,1291.57
6/15/2007,1295.32
6/18/2007,1297.58
6/19/2007,1301.24
6/20/2007,1298.21
6/21/2007,1295.63
6/22/2007,1297.57
6/25/2007,1301.56
6/26/2007,1300.11
6/27/2007,1301.9
6/28/2007,1299.39
6/29/2007,1304.34
7/2/2007,1306.57
7/3/2007,1303.99
7/5/2007,1298.66
7/6/2007,1295.97
7/9/2007,1298.61
7/10/2007,1305.17
7/11/2007,1302.82
7/12/2007,1300.91
7/13/2007,1301.78
7/16/2007,1305.56
7/17/2007,1303.13
7/18/2007,1306.95
7/19/2007,1305.93
7/20/2007,1309.25
7/23/2007,1308.95
7/24/2007,1309.33
7/25/2007,1310.97
7/26/2007,1315.92
7/27/2007,1314.59
7/30/2007,1313.1
7/31/2007,1315.22
8/1/2007,1315.84
8/2/2007,1316.95
8/3/2007,1320.4
8/6/2007,1318.52
8/7/2007,1318.61
8/8/2007,1313.93
8/9/2007,1316.6
8/10/2007,1316.52
8/13/2007,1316.94
8/14/2007,1318.82
8/15/2007,1318.46
8/16/2007,1323.53
8/17/2007,1322.04
8/20/2007,1324.43
8/21/2007,1327.22
8/22/2007,1325.76
8/23/2007,1326.55
8/24/2007,1326.8
8/27/2007,1329.95
8/28/2007,1333.23
8/29/2007,1331.25
8/30/2007,1333.86
8/31/2007,1331.34
9/4/2007,1331.27
9/5/2007,1337.46
9/6/2007,1336.21
9/7/2007,1345.29
9/10/2007,1348.12
9/11/2007,1345.01
9/12/2007,1342.18
9/13/2007,1338.33
9/14/2007,1339.68
9/17/2007,1339.99
9/18/2007,1342.95
9/19/2007,1342.68
9/20/2007,1333.82
9/21/2007,1336.79
9/24/2007,1337.52
